rank 0: start pid=523330 shape=collectives_sweep
rank 0: round 14275 ok checksum=12984955293294274741
rank 0: round 14300 ok checksum=421694111911556847
rank 0: round 14325 ok checksum=14523195437442502834
rank 0: round 14350 ok checksum=12524969367816740646
rank 0: round 14375 ok checksum=8054688543452414478
rank 0: round 14400 ok checksum=6318843430274338710
rank 0: round 14425 ok checksum=840494439410125665
rank 0: round 14450 ok checksum=10655095999847235877
rank 0: round 14475 ok checksum=1304201224605941915
rank 0: round 14500 ok checksum=2176970732682043279
rank 0: round 14525 ok checksum=2054522020022659007
rank 0: round 14550 ok checksum=6190135238953675224
rank 0: round 14575 ok checksum=8920872611821286306
