rank 6: start pid=523342 shape=collectives_sweep
rank 6: round 0 ok checksum=4561454641390910572
rank 6: round 25 ok checksum=10853140172084848484
rank 6: round 50 ok checksum=15807072374647747095
rank 6: round 75 ok checksum=6697312369250951072
rank 6: round 100 ok checksum=5912964460585399145
rank 6: round 125 ok checksum=10441924457790309187
rank 6: round 150 ok checksum=7819853342668880486
rank 6: round 175 ok checksum=2561354798680893877
rank 6: round 200 ok checksum=11160483127151128948
rank 6: round 225 ok checksum=16550883771324818638
rank 6: round 250 ok checksum=15039335051227404460
rank 6: round 275 ok checksum=7515669803955355261
rank 6: round 300 ok checksum=7222951895443124556
rank 6: round 325 ok checksum=882476753769783681
rank 6: round 350 ok checksum=11000205224489961155
rank 6: round 375 ok checksum=6461045038271581439
rank 6: round 400 ok checksum=1920174529118992868
rank 6: round 425 ok checksum=11463726678424663044
rank 6: round 450 ok checksum=8569636883217823402
rank 6: round 475 ok checksum=3323304195817860860
rank 6: round 500 ok checksum=4433439463238792651
rank 6: round 525 ok checksum=2172805881972964496
rank 6: round 550 ok checksum=2772615041352534118
rank 6: round 575 ok checksum=13237246805685772264
rank 6: round 600 ok checksum=9721204548766877504
rank 6: round 625 ok checksum=13233283431800704264
rank 6: round 650 ok checksum=5427141748640259697
rank 6: round 675 ok checksum=13386854296357287861
rank 6: round 700 ok checksum=2564051767427632426
rank 6: round 725 ok checksum=9525245331304156272
rank 6: round 750 ok checksum=352614144948167674
rank 6: round 775 ok checksum=8648513079755617441
rank 6: round 800 ok checksum=3528728444588458996
rank 6: round 825 ok checksum=1321427412604609343
rank 6: round 850 ok checksum=11230647927662841803
rank 6: round 875 ok checksum=11217572938796827149
rank 6: round 900 ok checksum=8284603610593703194
rank 6: round 925 ok checksum=8112073584391828333
rank 6: round 950 ok checksum=2779660169005748788
rank 6: round 975 ok checksum=16311372112238628859
rank 6: round 1000 ok checksum=6447263506162200928
rank 6: round 1025 ok checksum=1085919210064900976
rank 6: round 1050 ok checksum=7351092357934127419
rank 6: round 1075 ok checksum=5399141693095339668
rank 6: round 1100 ok checksum=13995757074564725277
rank 6: round 1125 ok checksum=10909694420716478479
rank 6: round 1150 ok checksum=18280236451960338586
rank 6: round 1175 ok checksum=16751116843786314929
rank 6: round 1200 ok checksum=5606374557329200440
rank 6: round 1225 ok checksum=10041008468275292202
rank 6: round 1250 ok checksum=8474131009567249312
rank 6: round 1275 ok checksum=1152180496409268537
rank 6: round 1300 ok checksum=2756355154776641488
rank 6: round 1325 ok checksum=2190027024942171805
rank 6: round 1350 ok checksum=3353296844155665991
rank 6: round 1375 ok checksum=1705669902870072323
rank 6: round 1400 ok checksum=2970048967600917240
rank 6: round 1425 ok checksum=6786112538265956656
rank 6: round 1450 ok checksum=10046847076105841646
rank 6: round 1475 ok checksum=5550877647085949064
rank 6: round 1500 ok checksum=1938692892991585703
rank 6: round 1525 ok checksum=3522183529757910212
rank 6: round 1550 ok checksum=17883114034521009794
rank 6: round 1575 ok checksum=14879020193998641476
rank 6: round 1600 ok checksum=9976705818408332212
rank 6: round 1625 ok checksum=17428299332299732116
rank 6: round 1650 ok checksum=1090483181200682261
rank 6: round 1675 ok checksum=3717459771931316697
rank 6: round 1700 ok checksum=3654173099651262814
rank 6: round 1725 ok checksum=3907557433816439484
rank 6: round 1750 ok checksum=11694364896230300646
rank 6: round 1775 ok checksum=8532465177240764493
rank 6: round 1800 ok checksum=11547813648106508088
rank 6: round 1825 ok checksum=6139980168035334683
rank 6: round 1850 ok checksum=4359114996304557175
rank 6: round 1875 ok checksum=15774259666970365817
rank 6: round 1900 ok checksum=14197092371014455582
rank 6: round 1925 ok checksum=11677955966742917641
rank 6: round 1950 ok checksum=8149914915024730728
rank 6: round 1975 ok checksum=9214218841038678135
rank 6: round 2000 ok checksum=466350900235026932
rank 6: round 2025 ok checksum=6164344234783464476
rank 6: round 2050 ok checksum=6116292524756412719
rank 6: round 2075 ok checksum=16495835268299790800
rank 6: round 2100 ok checksum=10132071696116407409
rank 6: round 2125 ok checksum=5934748829562968443
rank 6: round 2150 ok checksum=16332778052702249046
rank 6: round 2175 ok checksum=1724002933174360189
rank 6: round 2200 ok checksum=13014250925872725404
rank 6: round 2225 ok checksum=9592963095628781862
rank 6: round 2250 ok checksum=9744635930921381988
rank 6: round 2275 ok checksum=1306787568222315085
rank 6: round 2300 ok checksum=3085714082837732796
rank 6: round 2325 ok checksum=9484761599322750817
rank 6: round 2350 ok checksum=17311589811643270363
rank 6: round 2375 ok checksum=3724521611981633071
rank 6: round 2400 ok checksum=3519729968231495868
rank 6: round 2425 ok checksum=13208212526595083916
rank 6: round 2450 ok checksum=17327493161545456074
rank 6: round 2475 ok checksum=6993263397716140660
rank 6: round 2500 ok checksum=6046844393308738091
rank 6: round 2525 ok checksum=1759845220164530144
rank 6: round 2550 ok checksum=4259090766682082662
rank 6: round 2575 ok checksum=11381594718375108672
rank 6: round 2600 ok checksum=1888611146826313416
rank 6: round 2625 ok checksum=11600429389780069240
rank 6: round 2650 ok checksum=1956885521497005497
rank 6: round 2675 ok checksum=9200773143501769109
rank 6: round 2700 ok checksum=479143089947345970
rank 6: round 2725 ok checksum=9553679393793307232
rank 6: round 2750 ok checksum=8745935102747663770
rank 6: round 2775 ok checksum=154611725423235737
rank 6: round 2800 ok checksum=9772443223171176988
rank 6: round 2825 ok checksum=18168584473556364231
rank 6: round 2850 ok checksum=12786658525183365355
rank 6: round 2875 ok checksum=5537172043970970501
rank 6: round 2900 ok checksum=6880949352392019138
rank 6: round 2925 ok checksum=4426489804091453301
rank 6: round 2950 ok checksum=8129577926158499180
rank 6: round 2975 ok checksum=152222996100507795
rank 6: round 3000 ok checksum=2356472140398091048
rank 6: round 3025 ok checksum=6867813030694867096
rank 6: round 3050 ok checksum=6268257771478718459
rank 6: round 3075 ok checksum=1177628266825605620
rank 6: round 3100 ok checksum=17253360288823333869
rank 6: round 3125 ok checksum=18340245253400187007
rank 6: round 3150 ok checksum=4258977006791410874
rank 6: round 3175 ok checksum=17373519627478073593
rank 6: round 3200 ok checksum=9641065358306729520
rank 6: round 3225 ok checksum=6772364232186836794
rank 6: round 3250 ok checksum=18057408506029477000
rank 6: round 3275 ok checksum=6484552457797259657
rank 6: round 3300 ok checksum=1094790106941660176
rank 6: round 3325 ok checksum=3584068512285857845
rank 6: round 3350 ok checksum=16200874968526189583
rank 6: round 3375 ok checksum=11187734367947788795
rank 6: round 3400 ok checksum=3158853163479377496
rank 6: round 3425 ok checksum=15815718262545133288
rank 6: round 3450 ok checksum=1917748495694182846
rank 6: round 3475 ok checksum=9603954794732807680
rank 6: round 3500 ok checksum=5794442258918531207
rank 6: round 3525 ok checksum=2544266100357252604
rank 6: round 3550 ok checksum=6061139200596035050
rank 6: round 3575 ok checksum=14932922844434608604
rank 6: round 3600 ok checksum=13395346557671806636
rank 6: round 3625 ok checksum=15146504756510225828
rank 6: round 3650 ok checksum=15663393809203701757
rank 6: round 3675 ok checksum=12424441696773557233
rank 6: round 3700 ok checksum=2187754179245344726
rank 6: round 3725 ok checksum=14281139991457647436
rank 6: round 3750 ok checksum=3389549513872986606
rank 6: round 3775 ok checksum=7984027961232191621
rank 6: round 3800 ok checksum=12896745537128116944
rank 6: round 3825 ok checksum=1073896592119823563
rank 6: round 3850 ok checksum=1144016040098404295
rank 6: round 3875 ok checksum=16171581140383972921
rank 6: round 3900 ok checksum=18183356765278960254
rank 6: round 3925 ok checksum=13535803440790527425
rank 6: round 3950 ok checksum=13198727528967292192
rank 6: round 3975 ok checksum=9554646350679060703
rank 6: round 4000 ok checksum=14015630811412674036
rank 6: round 4025 ok checksum=15672435851227478900
rank 6: round 4050 ok checksum=7742378118231533167
rank 6: round 4075 ok checksum=4220868122388125696
rank 6: round 4100 ok checksum=11768102012792777081
rank 6: round 4125 ok checksum=13998744605570602779
rank 6: round 4150 ok checksum=12996485910921221566
rank 6: round 4175 ok checksum=11090384783389309389
rank 6: round 4200 ok checksum=16807948900665633476
rank 6: round 4225 ok checksum=680523278181153766
rank 6: round 4250 ok checksum=13983978423579456844
rank 6: round 4275 ok checksum=7914258321097067293
rank 6: round 4300 ok checksum=2892637526466965092
rank 6: round 4325 ok checksum=14771087570185666977
rank 6: round 4350 ok checksum=5309588719832473827
rank 6: round 4375 ok checksum=15566130081943024791
rank 6: round 4400 ok checksum=4443734077063795388
rank 6: round 4425 ok checksum=10041367409590813668
rank 6: round 4450 ok checksum=5818747855353624402
rank 6: round 4475 ok checksum=9385423089974383708
rank 6: round 4500 ok checksum=2233372346824448939
rank 6: round 4525 ok checksum=12160915564887912632
rank 6: round 4550 ok checksum=7718840676927075598
rank 6: round 4575 ok checksum=3073629281755147080
rank 6: round 4600 ok checksum=5688056013243203176
rank 6: round 4625 ok checksum=7096531456059633592
rank 6: round 4650 ok checksum=6582994678754925161
rank 6: round 4675 ok checksum=7137899789765842149
rank 6: round 4700 ok checksum=10361991798307314522
rank 6: round 4725 ok checksum=18055054070457167208
rank 6: round 4750 ok checksum=10868740784812840562
rank 6: round 4775 ok checksum=13301927992658723977
rank 6: round 4800 ok checksum=4172730384490029284
rank 6: round 4825 ok checksum=3866870756382760695
rank 6: round 4850 ok checksum=1732007612851419659
rank 6: round 4875 ok checksum=3250259144419486973
rank 6: round 4900 ok checksum=11040318444683613266
rank 6: round 4925 ok checksum=1654465487828564653
rank 6: round 4950 ok checksum=15201471673741151660
rank 6: round 4975 ok checksum=677388555379267115
rank 6: round 5000 ok checksum=11351154895247494104
rank 6: round 5025 ok checksum=15970099615819085296
rank 6: round 5050 ok checksum=14841255341484748731
rank 6: round 5075 ok checksum=17349233499338453772
rank 6: round 5100 ok checksum=12178483720846058525
rank 6: round 5125 ok checksum=15208836923832544599
rank 6: round 5150 ok checksum=4934705402444261266
rank 6: round 5175 ok checksum=8790733588265938153
rank 6: round 5200 ok checksum=15289255470111043320
rank 6: round 5225 ok checksum=415238801833204018
rank 6: round 5250 ok checksum=13070796643517063904
rank 6: round 5275 ok checksum=7049526944975777017
rank 6: round 5300 ok checksum=9427513302624811096
rank 6: round 5325 ok checksum=10955220211577848749
rank 6: round 5350 ok checksum=7573395556980303751
rank 6: round 5375 ok checksum=5476819305249544075
rank 6: round 5400 ok checksum=10365928098139694216
rank 6: round 5425 ok checksum=9949566284577198728
rank 6: round 5450 ok checksum=17413122280563453950
rank 6: round 5475 ok checksum=4459781953723046296
rank 6: round 5500 ok checksum=16528073450690093055
rank 6: round 5525 ok checksum=6698347881040206884
rank 6: round 5550 ok checksum=84574156200406730
rank 6: round 5575 ok checksum=13272004863380865300
rank 6: round 5600 ok checksum=16636774649855350988
rank 6: round 5625 ok checksum=8735977021107446452
rank 6: round 5650 ok checksum=11103938750394461925
rank 6: round 5675 ok checksum=4930527101335799409
rank 6: round 5700 ok checksum=11718579361446899838
rank 6: round 5725 ok checksum=11785015775384355364
rank 6: round 5750 ok checksum=7214560371740373238
rank 6: round 5775 ok checksum=17851277651302926373
rank 6: round 5800 ok checksum=15994150072568383896
rank 6: round 5825 ok checksum=15720260394158656635
rank 6: round 5850 ok checksum=14120752167904483919
rank 6: round 5875 ok checksum=7140226638684714329
rank 6: round 5900 ok checksum=18127018411546872006
rank 6: round 5925 ok checksum=8058291128189115633
rank 6: round 5950 ok checksum=16049662584844753920
rank 6: round 5975 ok checksum=18146792740219362839
rank 6: round 6000 ok checksum=9673559190123502940
rank 6: round 6025 ok checksum=2266287244564506428
rank 6: round 6050 ok checksum=7445006515929705679
rank 6: round 6075 ok checksum=12426057577000538296
rank 6: round 6100 ok checksum=11593983906608577121
rank 6: round 6125 ok checksum=9319690312621928939
rank 6: round 6150 ok checksum=16538852413471414846
rank 6: round 6175 ok checksum=5724026034617395949
rank 6: round 6200 ok checksum=2736465699195842132
rank 6: round 6225 ok checksum=1110241489004824086
rank 6: round 6250 ok checksum=5974279209395443284
rank 6: round 6275 ok checksum=11864808284738818053
rank 6: round 6300 ok checksum=10383704418768435964
rank 6: round 6325 ok checksum=12355536902887792665
rank 6: round 6350 ok checksum=11188201795621910923
rank 6: round 6375 ok checksum=11108781046371581607
rank 6: round 6400 ok checksum=16388598181765545148
rank 6: round 6425 ok checksum=11042223197336045884
rank 6: round 6450 ok checksum=10765517923767872962
rank 6: round 6475 ok checksum=2297274830194989940
rank 6: round 6500 ok checksum=9342378231271197171
rank 6: round 6525 ok checksum=16138982363916116376
rank 6: round 6550 ok checksum=9273115472796937374
rank 6: round 6575 ok checksum=9533099711036400768
rank 6: round 6600 ok checksum=4229430272553922312
rank 6: round 6625 ok checksum=5540888620424344752
rank 6: round 6650 ok checksum=4633310466962354553
rank 6: round 6675 ok checksum=2932336810547299741
rank 6: round 6700 ok checksum=10702965095256980346
rank 6: round 6725 ok checksum=15244589827117956576
rank 6: round 6750 ok checksum=3497362504104378650
rank 6: round 6775 ok checksum=12579098369051251297
rank 6: round 6800 ok checksum=11044610324236645148
rank 6: round 6825 ok checksum=2365282754239007047
rank 6: round 6850 ok checksum=8509003906693345331
rank 6: round 6875 ok checksum=8499571244665504853
